specie,sum_species,kingdom,phylum,class,order,family,genus,species,strain,,,
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola|t__SGB10114,2,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_variicola,t__SGB10114,,,
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_paralvei|t__SGB10207,3,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,g__Hafnia,s__Hafnia_paralvei,t__SGB10207,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1147|s__GGB1147_SGB1474|t__SGB1474,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__GGB1147,s__GGB1147_SGB1474,t__SGB1474,,,
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6005|s__GGB6005_SGB8629|t__SGB8629,2,k__Bacteria,p__Candidatus_Melainabacteria,c__CFGB2107,o__OFGB2107,f__FGB2107,g__GGB6005,s__GGB6005_SGB8629,t__SGB8629,,,
k__Bacteria|p__Lentisphaerae|c__CFGB3176|o__OFGB3176|f__FGB3176|g__GGB10708|s__GGB10708_SGB17364|t__SGB17364,3,k__Bacteria,p__Lentisphaerae,c__CFGB3176,o__OFGB3176,f__FGB3176,g__GGB10708,s__GGB10708_SGB17364,t__SGB17364,,,
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_aalborgi|t__SGB5967,1,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Brachyspirales,f__Brachyspiraceae,g__Brachyspira,s__Brachyspira_aalborgi,t__SGB5967,,,
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437|t__SGB1437,5,k__Bacteria,p__Bacteroidetes,c__CFGB544,o__OFGB544,f__FGB544,g__GGB1123,s__GGB1123_SGB1437,t__SGB1437,,,
k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9607|s__GGB9607_SGB15040|t__SGB15040,1,k__Bacteria,p__Firmicutes,c__CFGB9977,o__OFGB9977,f__FGB9977,g__GGB9607,s__GGB9607_SGB15040,t__SGB15040,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_SGB14990|t__SGB14990,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Butyricicoccus,s__Butyricicoccus_SGB14990,t__SGB14990,,,
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5994|s__GGB5994_SGB8617|t__SGB8617,1,k__Bacteria,p__Candidatus_Melainabacteria,c__CFGB2104,o__OFGB2104,f__FGB2104,g__GGB5994,s__GGB5994_SGB8617,t__SGB8617,,,
k__Bacteria|p__Firmicutes|c__CFGB2933|o__OFGB2933|f__FGB2933|g__GGB9260|s__GGB9260_SGB14208|t__SGB14208,2,k__Bacteria,p__Firmicutes,c__CFGB2933,o__OFGB2933,f__FGB2933,g__GGB9260,s__GGB9260_SGB14208,t__SGB14208,,,
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6013|s__GGB6013_SGB8644|t__SGB8644,1,k__Bacteria,p__Candidatus_Melainabacteria,c__CFGB2107,o__OFGB2107,f__FGB2107,g__GGB6013,s__GGB6013_SGB8644,t__SGB8644,,,
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290|f__FGB10290|g__GGB4710|s__GGB4710_SGB6522|t__SGB6522,1,k__Bacteria,p__Firmicutes,c__CFGB10290,o__OFGB10290,f__FGB10290,g__GGB4710,s__GGB4710_SGB6522,t__SGB6522,,,
k__Bacteria|p__Firmicutes|c__CFGB6280|o__OFGB6280|f__FGB6280|g__GGB3102|s__GGB3102_SGB4110|t__SGB4110,1,k__Bacteria,p__Firmicutes,c__CFGB6280,o__OFGB6280,f__FGB6280,g__GGB3102,s__GGB3102_SGB4110,t__SGB4110,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_12|t__SGB6077,3,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified,s__Lachnospiraceae_bacterium_NSJ_12,t__SGB6077,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9455|s__GGB9455_SGB14847|t__SGB14847,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9455,s__GGB9455_SGB14847,t__SGB14847,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_faecicola|t__SGB1887,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola_faecicola,t__SGB1887,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1539|s__GGB1539_SGB2122|t__SGB2122,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1539,s__GGB1539_SGB2122,t__SGB2122,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Culturomica|s__Culturomica_massiliensis|t__SGB1791,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Culturomica,s__Culturomica_massiliensis,t__SGB1791,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_SGB4691|t__SGB4691,3,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Marvinbryantia,s__Marvinbryantia_SGB4691,t__SGB4691,,,
k__Bacteria|p__Firmicutes|c__CFGB74840|o__OFGB74840|f__FGB74840|g__GGB4249|s__GGB4249_SGB5749|t__SGB5749,1,k__Bacteria,p__Firmicutes,c__CFGB74840,o__OFGB74840,f__FGB74840,g__GGB4249,s__GGB4249_SGB5749,t__SGB5749,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9628|s__GGB9628_SGB15082|t__SGB15082,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9628,s__GGB9628_SGB15082,t__SGB15082,,,
k__Bacteria|p__Firmicutes|c__CFGB4616|o__OFGB4616|f__FGB4616|g__GGB3126|s__GGB3126_SGB4139|t__SGB4139,1,k__Bacteria,p__Firmicutes,c__CFGB4616,o__OFGB4616,f__FGB4616,g__GGB3126,s__GGB3126_SGB4139,t__SGB4139,,,
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus|t__SGB6792,1,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalicoccus,s__Faecalicoccus_pleomorphus,t__SGB6792,,,
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_lactolyticus|t__SGB6669,1,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_lactolyticus,t__SGB6669,,,
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_deltae|t__SGB988,1,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium_deltae,t__SGB988,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1354|s__GGB1354_SGB1818|t__SGB1818,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__GGB1354,s__GGB1354_SGB1818,t__SGB1818,,,
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6006|s__GGB6006_SGB8631|t__SGB8631,1,k__Bacteria,p__Candidatus_Melainabacteria,c__CFGB2107,o__OFGB2107,f__FGB2107,g__GGB6006,s__GGB6006_SGB8631,t__SGB8631,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB5058,4,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacteriaceae_unclassified,s__Eubacteriaceae_bacterium,t__SGB5058,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3167|s__GGB3167_SGB4181|t__SGB4181,6,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB3167,s__GGB3167_SGB4181,t__SGB4181,,,
k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4608|s__GGB4608_SGB6382|t__SGB6382,2,k__Bacteria,p__Firmicutes,c__CFGB72899,o__OFGB72899,f__FGB72899,g__GGB4608,s__GGB4608_SGB6382,t__SGB6382,,,
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB9357|s__GGB9357_SGB14332|t__SGB14332,2,k__Bacteria,p__Actinobacteria,c__CFGB12107,o__OFGB12107,f__FGB12107,g__GGB9357,s__GGB9357_SGB14332,t__SGB14332,,,
k__Bacteria|p__Firmicutes|c__CFGB10318|o__OFGB10318|f__FGB10318|g__GGB37878|s__GGB37878_SGB47372|t__SGB47372,1,k__Bacteria,p__Firmicutes,c__CFGB10318,o__OFGB10318,f__FGB10318,g__GGB37878,s__GGB37878_SGB47372,t__SGB47372,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp_gm002|t__SGB59732,2,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter_sp_gm002,t__SGB59732,,,
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4542|s__GGB4542_SGB6263|t__SGB6263,1,k__Bacteria,p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765,g__GGB4542,s__GGB4542_SGB6263,t__SGB6263,,,
k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474|f__FGB1474|g__GGB3731|s__GGB3731_SGB5063|t__SGB5063,2,k__Bacteria,p__Firmicutes,c__CFGB1474,o__OFGB1474,f__FGB1474,g__GGB3731,s__GGB3731_SGB5063,t__SGB5063,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus|t__SGB1792,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter_laneus,t__SGB1792,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenella|s__Rikenella_microfusus|t__SGB2284,1,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__Rikenella_microfusus,t__SGB2284,,,
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_3_1_53|t__SGB4036,1,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelotrichaceae_unclassified,s__Erysipelotrichaceae_bacterium_3_1_53,t__SGB4036,,,
k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB9354|s__GGB9354_SGB14327|t__SGB14327,2,k__Bacteria,p__Actinobacteria,c__CFGB12107,o__OFGB12107,f__FGB12107,g__GGB9354,s__GGB9354_SGB14327,t__SGB14327,,,
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__SGB14737,1,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella_tanakaei,t__SGB14737,,,
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_parva|t__SGB6648,1,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Parvimonas,s__Parvimonas_parva,t__SGB6648,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius|t__SGB746,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus_anaerobius,t__SGB746,,,
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__GGB9832|s__GGB9832_SGB15478|t__SGB15478,1,k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__GGB9832,s__GGB9832_SGB15478,t__SGB15478,,,
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_turicensis|t__SGB17195,2,k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Schaalia,s__Schaalia_turicensis,t__SGB17195,,,
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum|t__SGB7295,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Gemella,s__Gemella_morbillorum,t__SGB7295,,,
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__SGB8026,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_constellatus,t__SGB8026,,,
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_marmotae|t__SGB10064,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia_marmotae,t__SGB10064,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_HMSC065F10|t__SGB1990_group,1,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_sp_HMSC065F10,t__SGB1990_group,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1154|s__GGB1154_SGB1482|t__SGB1482,4,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__GGB1154,s__GGB1154_SGB1482,t__SGB1482,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3606|s__GGB3606_SGB4870|t__SGB4870,2,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB3606,s__GGB3606_SGB4870,t__SGB4870,,,
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__SGB7038,2,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_gasseri,t__SGB7038,,,
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa|t__SGB12320,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_aeruginosa,t__SGB12320,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea|s__Mediterranea_massiliensis|t__SGB1824,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__Mediterranea_massiliensis,t__SGB1824,,,
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4550|s__GGB4550_SGB6272|t__SGB6272,1,k__Bacteria,p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765,g__GGB4550,s__GGB4550_SGB6272,t__SGB6272,,,
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6547|s__GGB6547_SGB9247|t__SGB9247,7,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__GGB6547,s__GGB6547_SGB9247,t__SGB9247,,,
k__Bacteria|p__Firmicutes|c__CFGB2941|o__OFGB2941|f__FGB2941|g__GGB9275|s__GGB9275_SGB14227|t__SGB14227,1,k__Bacteria,p__Firmicutes,c__CFGB2941,o__OFGB2941,f__FGB2941,g__GGB9275,s__GGB9275_SGB14227,t__SGB14227,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3340|s__GGB3340_SGB4419|t__SGB4419,2,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB3340,s__GGB3340_SGB4419,t__SGB4419,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fournierella|s__Fournierella_massiliensis|t__SGB15280,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Fournierella,s__Fournierella_massiliensis,t__SGB15280,,,
k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB1582|s__GGB1582_SGB2173|t__SGB2173,2,k__Bacteria,p__Bacteroidetes,c__CFGB642,o__OFGB642,f__FGB642,g__GGB1582,s__GGB1582_SGB2173,t__SGB2173,,,
k__Bacteria|p__Firmicutes|c__CFGB1258|o__OFGB1258|f__FGB1258|g__GGB74220|s__GGB74220_SGB4052|t__SGB4052,5,k__Bacteria,p__Firmicutes,c__CFGB1258,o__OFGB1258,f__FGB1258,g__GGB74220,s__GGB74220_SGB4052,t__SGB4052,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Eubacterium_tenue|t__SGB6145,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Peptostreptococcaceae,g__Paeniclostridium,s__Eubacterium_tenue,t__SGB6145,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42184|s__GGB42184_SGB59334|t__SGB59334,2,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB42184,s__GGB42184_SGB59334,t__SGB59334,,,
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra|t__SGB6653,1,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Parvimonas,s__Parvimonas_micra,t__SGB6653,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp_WM24|t__SGB2084,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella_sp_WM24,t__SGB2084,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_mediterraneense|t__SGB21135,2,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_mediterraneense,t__SGB21135,,,
k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939|g__GGB74511|s__GGB74511_SGB47635|t__SGB47635,1,k__Bacteria,p__Firmicutes,c__CFGB72939,o__OFGB72939,f__FGB72939,g__GGB74511,s__GGB74511_SGB47635,t__SGB47635,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_thermobutyricum|t__SGB6193,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__Clostridium,s__Clostridium_thermobutyricum,t__SGB6193,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1256|s__GGB1256_SGB1684|t__SGB1684,4,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__GGB1256,s__GGB1256_SGB1684,t__SGB1684,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB1961,1,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_unclassified,g__Bacteroidales_unclassified,s__Bacteroidales_bacterium,t__SGB1961,,,
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis|t__SGB5868,1,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera_micronuciformis,t__SGB5868,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_2_1_46FAA|t__SGB4549,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified,s__Lachnospiraceae_bacterium_2_1_46FAA,t__SGB4549,,,
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_seminalis|t__SGB6923,1,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella_seminalis,t__SGB6923,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3267|s__GGB3267_SGB4316|t__SGB4316,2,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__GGB3267,s__GGB3267_SGB4316,t__SGB4316,,,
k__Bacteria|p__Lentisphaerae|c__CFGB2378|o__OFGB2378|f__FGB2378|g__GGB6521|s__GGB6521_SGB9212|t__SGB9212,3,k__Bacteria,p__Lentisphaerae,c__CFGB2378,o__OFGB2378,f__FGB2378,g__GGB6521,s__GGB6521_SGB9212,t__SGB9212,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75022|s__GGB75022_SGB47502|t__SGB47502,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB75022,s__GGB75022_SGB47502,t__SGB47502,,,
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__SGB17247,1,k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_breve,t__SGB17247,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB51454|s__GGB51454_SGB71784|t__SGB71784,1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__GGB51454,s__GGB51454_SGB71784,t__SGB71784,,,
k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB1575|s__GGB1575_SGB2165|t__SGB2165,2,k__Bacteria,p__Bacteroidetes,c__CFGB642,o__OFGB642,f__FGB642,g__GGB1575,s__GGB1575_SGB2165,t__SGB2165,,,
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4586|s__GGB4586_SGB6343|t__SGB6343,1,k__Bacteria,p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765,g__GGB4586,s__GGB4586_SGB6343,t__SGB6343,,,
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9278|s__GGB9278_SGB14230|t__SGB14230,1,k__Bacteria,p__Firmicutes,c__CFGB2942,o__OFGB2942,f__FGB2942,g__GGB9278,s__GGB9278_SGB14230,t__SGB14230,,,
k__Bacteria|p__Bacteroidetes|c__CFGB668|o__OFGB668|f__FGB668|g__GGB1663|s__GGB1663_SGB2278|t__SGB2278,2,k__Bacteria,p__Bacteroidetes,c__CFGB668,o__OFGB668,f__FGB668,g__GGB1663,s__GGB1663_SGB2278,t__SGB2278,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB1909|t__SGB1909,1,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_SGB1909,t__SGB1909,,,
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium|t__SGB17243,2,k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_ruminantium,t__SGB17243,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1221|s__GGB1221_SGB1590|t__SGB1590,2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__GGB1221,s__GGB1221_SGB1590,t__SGB1590,,,
