idx,A,S,E,O,R,T
9012,old,M,uni,emp,small,car
9013,young,F,high,emp,big,car
9014,old,M,uni,emp,small,car
9015,old,F,high,emp,big,train
9016,adult,M,uni,emp,small,car
9017,young,F,uni,emp,big,other
9018,young,F,high,emp,small,car
9019,young,F,high,emp,big,car
9020,young,F,high,emp,big,car
9021,old,F,high,emp,big,other
9022,old,M,high,emp,big,car
9023,young,F,uni,emp,small,car
9024,young,M,high,emp,big,car
9025,adult,F,high,emp,big,car
9026,old,M,high,emp,small,car
9027,adult,M,uni,emp,small,train
9028,young,F,high,emp,big,car
9029,adult,M,high,emp,small,train
9030,young,M,high,emp,big,car
9031,adult,M,high,emp,big,other
9032,adult,M,high,emp,big,car
9033,adult,F,uni,emp,big,car
9034,young,M,uni,emp,big,car
9035,young,M,high,emp,big,car
9036,young,F,uni,emp,big,car
9037,adult,F,uni,emp,big,other
9038,adult,F,high,self,big,car
9039,old,F,uni,emp,big,other
9040,adult,M,high,self,big,other
9041,adult,M,high,emp,small,train
9042,old,F,high,emp,big,car
9043,adult,F,high,emp,big,car
9044,old,M,high,emp,small,car
9045,young,F,high,emp,big,train
9046,old,F,high,emp,big,car
9047,old,M,high,emp,small,train
9048,adult,F,high,emp,small,other
9049,young,M,high,emp,small,train
9050,adult,M,high,emp,big,car
9051,adult,M,high,emp,big,car
9052,old,M,high,self,big,car
9053,young,F,high,self,big,train
9054,young,M,high,emp,small,train
9055,adult,M,uni,emp,big,car
9056,old,M,high,emp,big,car
9057,young,F,uni,emp,big,other
9058,adult,F,high,emp,small,car
9059,adult,M,high,self,big,other
9060,adult,F,high,emp,big,train
9061,adult,M,high,emp,big,train
9062,young,M,uni,emp,big,car
9063,young,M,high,emp,small,other
9064,young,F,uni,emp,big,other
9065,young,M,uni,emp,big,car
9066,young,M,uni,emp,big,car
9067,adult,M,high,emp,big,car
9068,young,M,high,emp,big,train
9069,young,M,uni,emp,small,car
9070,young,M,high,emp,big,car
9071,young,M,high,emp,big,car
9072,old,M,high,emp,big,car
9073,young,F,high,emp,big,car
9074,adult,F,high,emp,big,car
9075,adult,M,high,emp,small,car
9076,young,F,high,emp,big,car
9077,adult,M,uni,emp,big,train
9078,young,M,high,emp,small,car
9079,adult,M,uni,emp,big,other
9080,adult,M,uni,emp,small,car
9081,young,M,uni,emp,big,other
9082,adult,M,high,emp,big,car
9083,adult,M,uni,emp,big,other
9084,adult,M,high,emp,big,train
9085,old,M,high,emp,small,train
9086,old,M,high,emp,small,car
9087,old,M,high,emp,big,train
9088,old,M,high,emp,big,train
9089,adult,F,high,emp,big,train
9090,old,M,uni,emp,big,car
9091,adult,M,uni,emp,big,train
9092,old,M,high,emp,big,car
9093,young,M,high,emp,big,train
9094,young,M,high,emp,small,other
9095,adult,F,high,emp,big,car
9096,adult,M,high,emp,big,other
9097,adult,M,high,emp,small,car
9098,young,F,high,emp,small,other
9099,adult,F,uni,self,small,car
9100,adult,M,high,emp,big,other
9101,adult,M,uni,emp,big,other
9102,adult,M,high,emp,big,car
9103,adult,M,high,emp,big,train
9104,adult,M,high,emp,big,car
9105,young,M,high,emp,small,car
9106,young,M,high,emp,small,car
9107,adult,F,high,emp,big,car
9108,young,M,high,emp,big,other
9109,old,M,uni,emp,big,train
9110,adult,F,high,emp,big,train
9111,adult,M,uni,emp,small,car
9112,young,M,high,emp,small,train
9113,adult,F,uni,emp,big,car
9114,adult,M,high,emp,big,car
9115,adult,F,uni,emp,small,car
9116,young,F,uni,emp,small,train
9117,adult,F,high,emp,big,train
9118,adult,F,high,emp,big,train
9119,young,M,high,emp,big,train
9120,adult,M,high,emp,small,train
9121,adult,M,high,emp,small,car
9122,adult,M,high,emp,big,car
9123,adult,M,high,emp,small,train
9124,old,F,uni,emp,big,car
9125,adult,M,high,emp,big,car
9126,young,F,high,emp,big,car
9127,young,M,high,emp,big,car
9128,old,F,uni,emp,big,car
9129,adult,M,high,emp,small,train
9130,young,F,uni,emp,big,other
9131,old,M,high,emp,big,other
9132,adult,M,high,emp,small,train
9133,adult,F,uni,self,big,other
9134,adult,M,high,emp,big,train
9135,adult,M,uni,emp,big,car
9136,young,F,uni,emp,big,car
9137,adult,M,high,emp,big,car
9138,adult,F,high,emp,big,car
9139,old,F,high,emp,small,train
9140,adult,M,uni,self,big,car
9141,young,F,high,emp,big,car
9142,young,M,high,emp,big,car
9143,adult,M,high,emp,small,train
9144,old,F,high,emp,big,car
9145,old,F,high,emp,big,car
9146,adult,F,high,emp,big,car
9147,adult,M,high,emp,big,train
9148,old,F,high,emp,big,car
9149,adult,M,high,emp,big,car
9150,adult,M,uni,emp,big,car
9151,adult,F,high,emp,big,train
9152,adult,M,high,emp,big,car
9153,young,M,high,emp,big,other
9154,adult,M,high,emp,big,car
9155,young,M,high,emp,small,car
9156,young,F,high,emp,big,car
9157,adult,M,high,emp,big,train
9158,young,M,high,emp,big,car
9159,adult,M,high,emp,small,train
9160,adult,F,uni,emp,big,car
9161,young,M,high,emp,small,train
9162,young,M,high,emp,big,car
9163,adult,F,high,self,big,car
9164,adult,M,high,emp,big,train
9165,old,F,high,emp,big,train
9166,adult,F,uni,emp,big,car
9167,young,M,uni,emp,big,other
9168,adult,M,high,emp,small,train
9169,young,F,high,emp,big,car
9170,young,F,high,emp,big,other
9171,young,M,high,emp,big,other
9172,adult,F,high,emp,big,car
9173,adult,M,high,emp,small,train
9174,young,F,high,emp,big,car
9175,young,M,high,emp,big,other
9176,old,F,high,emp,big,other
9177,old,M,high,emp,big,car
9178,adult,F,high,emp,big,car
9179,adult,M,high,emp,big,car
9180,adult,M,uni,emp,big,train
9181,young,M,high,emp,big,car
9182,adult,M,high,emp,big,car
9183,adult,M,high,emp,big,car
9184,adult,M,high,emp,big,other
9185,adult,F,high,emp,big,other
9186,adult,M,high,emp,big,car
9187,adult,F,uni,emp,small,car
9188,adult,F,uni,emp,big,train
9189,young,M,uni,emp,big,car
9190,young,M,high,emp,small,train
9191,young,F,uni,emp,small,car
9192,young,M,high,emp,small,car
9193,young,M,high,emp,big,other
9194,old,M,high,emp,big,car
9195,adult,F,high,emp,small,train
9196,adult,M,uni,emp,small,train
9197,adult,F,uni,emp,small,car
9198,young,F,uni,emp,big,car
9199,adult,F,uni,emp,big,car
9200,young,F,high,emp,big,other
9201,adult,M,high,emp,small,train
9202,young,F,uni,emp,big,car
9203,adult,M,high,emp,big,car
9204,adult,M,uni,emp,big,car
9205,adult,M,high,emp,big,car
9206,young,M,high,emp,small,train
9207,adult,M,uni,emp,big,car
9208,old,F,high,emp,big,car
9209,adult,M,high,self,big,train
9210,young,M,high,emp,small,car
9211,young,M,high,emp,small,train
9212,adult,F,high,emp,big,other
9213,young,M,uni,emp,big,car
9214,old,F,high,emp,big,car
9215,young,M,uni,emp,big,car
9216,young,F,high,emp,big,car
9217,adult,M,uni,self,small,car
9218,adult,M,high,emp,big,car
9219,adult,M,uni,emp,big,train
9220,young,M,high,emp,small,train
9221,adult,M,uni,emp,big,train
9222,adult,M,uni,emp,big,car
9223,adult,M,uni,emp,big,train
9224,adult,M,high,emp,big,car
9225,adult,F,high,emp,big,train
9226,old,F,uni,emp,big,car
9227,adult,F,high,emp,small,car
9228,adult,M,high,emp,big,other
9229,adult,F,high,emp,big,other
9230,young,M,uni,emp,small,train
9231,adult,F,uni,emp,big,car
9232,young,M,high,emp,small,train
9233,adult,F,uni,emp,big,train
9234,adult,M,high,emp,big,other
9235,old,F,high,emp,big,train
9236,young,M,high,emp,small,other
9237,young,M,uni,emp,small,car
9238,adult,M,uni,emp,big,car
9239,adult,F,high,emp,big,car
9240,old,M,high,emp,big,other
9241,adult,F,high,emp,big,car
9242,adult,M,high,emp,big,other
9243,old,M,high,emp,big,car
9244,adult,M,high,emp,big,car
9245,young,M,high,emp,big,car
9246,adult,M,high,emp,big,car
9247,adult,F,high,emp,big,car
9248,adult,F,high,emp,big,car
9249,old,F,high,self,big,car
9250,young,M,uni,emp,small,train
9251,young,M,high,emp,big,car
9252,young,F,high,emp,small,car
9253,old,M,uni,emp,big,car
9254,adult,M,uni,emp,big,car
9255,adult,M,high,emp,big,car
9256,old,M,high,emp,big,car
9257,old,F,high,emp,big,car
9258,adult,F,high,emp,big,train
9259,old,M,high,emp,small,train
9260,adult,M,uni,emp,big,car
9261,old,M,high,emp,big,car
9262,adult,M,high,emp,big,car
9263,young,F,high,emp,small,train
9264,young,M,high,emp,big,car
9265,adult,M,high,emp,big,car
9266,adult,F,uni,emp,big,car
9267,adult,M,high,emp,small,other
9268,adult,M,high,self,small,train
9269,young,M,uni,emp,big,train
9270,adult,F,uni,emp,big,other
9271,young,M,uni,emp,big,car
9272,young,F,high,emp,big,car
9273,old,F,high,emp,big,car
9274,young,F,high,self,big,car
9275,old,M,high,emp,big,car
9276,adult,M,high,emp,big,car
9277,adult,M,high,emp,small,train
9278,young,F,uni,emp,small,car
9279,adult,M,uni,emp,big,other
9280,young,F,high,emp,big,train
9281,adult,M,uni,emp,small,car
9282,young,M,high,emp,big,car
9283,young,M,high,emp,big,train
9284,young,F,uni,emp,small,train
9285,old,M,high,emp,big,car
9286,young,M,high,emp,small,train
9287,adult,M,high,emp,big,other
9288,adult,M,high,emp,big,car
9289,old,F,high,emp,big,car
9290,adult,M,high,emp,big,car
9291,old,F,high,emp,big,car
9292,old,M,high,emp,big,car
9293,adult,F,uni,self,big,train
9294,young,M,high,emp,big,car
9295,young,M,high,self,small,train
9296,old,M,high,emp,small,train
9297,young,F,high,emp,big,car
9298,adult,M,high,emp,big,other
9299,adult,M,high,emp,small,train
9300,old,F,high,emp,big,car
9301,old,M,high,emp,big,train
9302,adult,F,uni,emp,big,car
9303,adult,M,high,emp,small,car
9304,young,F,uni,emp,big,train
9305,old,M,uni,emp,big,train
9306,adult,M,high,emp,small,car
9307,young,F,high,emp,big,train
9308,adult,F,high,emp,big,car
9309,young,M,high,emp,big,car
9310,young,F,high,emp,big,car
9311,adult,M,uni,emp,big,car
9312,young,M,uni,self,big,train
9313,old,M,high,emp,big,other
9314,young,F,uni,emp,big,other
9315,old,M,high,emp,big,car
9316,adult,M,high,emp,big,car
9317,adult,M,high,emp,big,other
9318,adult,F,high,emp,small,train
9319,old,M,high,emp,big,car
9320,adult,F,high,emp,big,train
9321,adult,F,high,emp,big,train
9322,young,M,high,emp,big,car
9323,old,F,high,emp,big,car
9324,adult,M,uni,emp,big,car
9325,young,F,uni,emp,big,car
9326,adult,M,high,emp,big,car
9327,old,M,high,emp,big,car
9328,young,M,uni,emp,big,car
9329,old,F,high,emp,big,train
9330,adult,M,high,emp,big,car
9331,adult,F,high,emp,small,other
9332,adult,M,high,emp,big,other
9333,old,M,high,emp,big,car
9334,adult,M,high,emp,small,car
9335,adult,F,high,emp,big,train
9336,adult,F,uni,emp,big,other
9337,adult,M,high,emp,small,train
9338,adult,M,uni,emp,small,train
9339,adult,M,high,emp,big,car
9340,young,M,high,emp,big,car
9341,young,F,high,emp,big,other
9342,adult,F,high,emp,big,other
9343,old,M,uni,emp,big,car
9344,old,F,high,emp,big,train
9345,adult,F,uni,emp,big,car
9346,old,M,high,emp,big,car
9347,young,F,high,emp,big,other
9348,adult,F,high,self,big,car
9349,adult,M,high,emp,big,train
9350,adult,M,high,emp,big,other
9351,young,F,uni,emp,big,train
9352,adult,M,uni,emp,small,train
9353,adult,F,uni,emp,small,train
9354,old,F,high,emp,small,train
9355,adult,M,high,emp,big,train
9356,old,F,high,emp,small,car
9357,old,M,high,emp,big,car
9358,young,M,high,emp,big,other
9359,adult,M,uni,emp,big,car
9360,adult,M,high,self,small,train
9361,adult,M,uni,emp,small,car
9362,adult,F,high,emp,small,train
9363,young,M,high,emp,big,car
9364,young,F,high,emp,big,train
9365,adult,M,high,emp,small,train
9366,adult,M,uni,emp,big,car
9367,adult,M,high,emp,big,other
9368,adult,M,high,emp,big,train
9369,young,F,high,emp,big,train
9370,old,M,high,emp,big,car
9371,adult,M,high,emp,big,car
9372,young,M,uni,emp,big,car
9373,adult,M,high,emp,big,train
9374,young,F,uni,emp,big,car
9375,adult,M,uni,emp,big,car
9376,adult,F,high,emp,small,car
9377,adult,M,high,emp,big,train
9378,old,F,high,emp,big,train
9379,young,F,uni,emp,big,car
9380,old,F,high,emp,big,train
9381,adult,F,high,emp,big,car
9382,old,F,high,emp,small,train
9383,adult,M,high,emp,big,other
9384,young,M,uni,emp,big,car
9385,young,F,high,emp,big,train
9386,old,M,high,emp,big,other
9387,adult,M,uni,emp,big,car
9388,young,M,uni,emp,big,train
9389,young,M,high,emp,big,car
9390,adult,F,high,emp,big,car
9391,young,M,high,emp,big,car
9392,adult,M,high,emp,big,car
9393,adult,M,high,emp,big,train
9394,adult,M,uni,emp,small,train
9395,adult,M,high,emp,small,other
9396,adult,M,high,emp,small,car
9397,old,M,uni,self,big,train
9398,adult,F,high,emp,small,car
9399,adult,M,high,emp,big,car
9400,adult,M,high,emp,big,car
9401,adult,M,high,emp,big,car
9402,old,F,high,self,small,other
9403,old,F,high,emp,small,train
9404,adult,F,high,self,big,car
9405,old,F,high,emp,small,train
9406,adult,F,high,emp,big,car
9407,young,M,high,emp,small,car
9408,young,F,uni,emp,big,train
9409,young,F,high,emp,small,train
9410,young,F,high,emp,big,car
9411,adult,F,uni,emp,big,car
9412,young,M,high,emp,big,train
9413,young,F,high,emp,big,other
9414,young,F,uni,emp,big,other
9415,young,M,high,emp,big,other
9416,adult,M,uni,emp,big,train
9417,young,F,uni,emp,small,car
9418,adult,F,high,emp,big,car
9419,adult,M,high,emp,small,car
9420,adult,M,high,emp,big,other
9421,old,M,high,emp,big,train
9422,young,M,uni,emp,small,train
9423,young,M,high,emp,big,car
9424,young,M,high,emp,small,train
9425,adult,F,high,emp,big,train
9426,young,F,uni,emp,big,train
9427,old,F,high,emp,big,car
9428,young,F,high,emp,small,car
9429,old,M,high,emp,big,other
9430,old,M,high,emp,big,car
9431,adult,M,high,emp,big,car
9432,adult,M,uni,emp,big,train
9433,adult,M,high,self,big,other
9434,young,M,high,emp,small,car
9435,adult,F,high,emp,big,train
9436,adult,F,high,emp,big,car
9437,old,M,high,emp,small,train
9438,old,M,uni,emp,big,car
9439,young,M,high,emp,big,train
9440,adult,F,high,emp,big,car
9441,young,F,high,emp,big,car
9442,young,M,high,emp,big,car
9443,adult,M,uni,emp,big,car
9444,old,F,high,emp,big,other
9445,adult,M,uni,emp,big,car
9446,young,F,high,emp,big,other
9447,old,M,high,emp,small,train
9448,adult,M,high,emp,small,car
9449,old,M,high,emp,small,train
9450,adult,M,high,emp,big,car
9451,young,M,high,emp,small,other
9452,adult,M,uni,emp,big,car
9453,old,F,high,emp,big,car
9454,adult,M,high,emp,small,train
9455,adult,M,uni,emp,big,car
9456,old,M,high,emp,big,other
9457,adult,F,high,emp,big,car
9458,old,M,high,emp,small,car
9459,young,F,high,emp,small,train
9460,young,F,uni,emp,big,car
9461,adult,M,uni,emp,big,car
9462,adult,M,high,emp,big,car
9463,adult,F,uni,emp,big,car
9464,adult,M,high,emp,big,car
9465,old,F,uni,emp,big,other
9466,adult,M,high,emp,big,car
9467,adult,M,uni,emp,big,car
9468,old,F,high,emp,big,train
9469,old,M,high,emp,big,car
9470,old,M,uni,emp,big,car
9471,old,M,high,emp,big,car
9472,young,M,high,emp,small,car
9473,old,F,high,emp,big,other
9474,adult,M,high,emp,big,car
9475,adult,M,uni,emp,big,car
9476,old,M,high,emp,big,car
9477,young,M,uni,emp,big,train
9478,young,M,high,emp,big,other
9479,young,F,uni,emp,big,car
9480,adult,M,high,emp,big,car
9481,adult,M,high,emp,big,train
9482,adult,M,high,emp,big,car
9483,young,F,high,emp,small,train
9484,old,M,high,emp,big,train
9485,old,F,high,emp,big,other
9486,adult,F,uni,emp,big,car
9487,adult,F,high,emp,small,car
9488,adult,F,high,emp,big,train
9489,old,M,high,emp,small,car
9490,adult,F,high,emp,big,other
9491,adult,M,high,emp,big,car
9492,young,M,uni,emp,big,car
9493,adult,F,uni,emp,small,car
9494,adult,M,high,emp,big,car
9495,old,F,high,emp,small,train
9496,adult,M,uni,emp,small,car
9497,young,M,high,emp,big,car
9498,old,M,high,emp,big,car
9499,old,M,uni,emp,small,car
9500,old,M,high,emp,small,train
9501,adult,M,high,emp,big,car
9502,adult,M,high,emp,big,train
9503,adult,M,uni,emp,big,car
9504,adult,F,high,emp,big,car
9505,old,M,high,emp,big,train
9506,adult,M,high,emp,big,car
9507,adult,M,uni,emp,small,train
9508,adult,M,high,emp,small,train
9509,adult,M,high,emp,big,other
9510,adult,M,high,emp,small,train
9511,adult,M,high,emp,small,train
9512,adult,M,uni,emp,big,car
9513,adult,F,high,self,big,train
9514,old,M,high,emp,small,train
9515,young,F,high,emp,big,car
9516,adult,M,high,emp,small,train
9517,young,F,high,emp,big,car
9518,young,M,high,emp,big,train
9519,young,F,uni,self,small,train
9520,young,F,high,emp,big,car
9521,adult,F,high,emp,big,train
9522,adult,M,high,emp,small,car
9523,adult,M,high,emp,big,train
9524,adult,M,uni,emp,small,car
9525,old,M,high,emp,small,train
9526,young,M,high,emp,small,other
9527,adult,F,uni,emp,small,train
9528,young,M,high,emp,big,car
9529,old,F,high,emp,big,train
9530,young,M,high,emp,big,car
9531,adult,M,high,emp,big,car
9532,adult,F,uni,emp,small,other
9533,adult,M,high,emp,big,car
9534,young,M,high,emp,big,car
9535,young,F,high,emp,big,car
9536,old,F,high,emp,big,car
9537,old,M,high,emp,small,car
9538,young,M,high,emp,big,car
9539,young,M,high,emp,big,train
9540,old,M,high,emp,big,train
9541,young,M,high,emp,big,car
9542,adult,M,uni,emp,big,car
9543,young,F,high,emp,big,other
9544,adult,M,high,emp,big,car
9545,old,F,high,self,small,car
9546,young,F,uni,emp,big,car
9547,adult,M,high,emp,small,train
9548,adult,F,high,emp,big,other
9549,young,M,uni,emp,big,train
9550,adult,F,high,emp,big,train
9551,young,F,uni,emp,big,train
9552,adult,M,uni,emp,big,car
9553,old,M,high,emp,small,car
9554,young,M,high,emp,big,train
9555,adult,F,uni,self,big,train
9556,old,M,high,emp,big,train
9557,adult,M,high,emp,big,car
9558,young,M,uni,emp,big,car
9559,adult,M,high,emp,small,train
9560,adult,F,high,emp,big,car
9561,adult,M,high,emp,small,car
9562,adult,M,uni,emp,big,train
9563,young,F,high,emp,big,other
9564,old,M,high,emp,big,car
9565,adult,F,high,emp,big,other
9566,young,F,high,emp,big,car
9567,adult,M,high,emp,big,car
9568,adult,M,high,emp,big,train
9569,adult,F,uni,emp,big,car
9570,young,M,high,emp,big,car
9571,adult,M,uni,emp,big,car
9572,adult,M,uni,emp,big,car
9573,adult,M,high,emp,small,train
9574,young,M,uni,emp,big,other
9575,young,F,high,emp,big,car
9576,adult,F,high,self,small,train
9577,young,F,high,emp,small,train
9578,adult,F,high,emp,small,train
9579,adult,F,high,emp,small,other
9580,adult,F,high,emp,big,train
9581,adult,F,high,emp,big,car
9582,young,M,uni,emp,big,train
9583,young,M,uni,emp,big,train
9584,young,M,high,emp,big,car
9585,old,M,high,emp,small,car
9586,adult,F,uni,emp,big,car
9587,young,M,uni,emp,small,train
9588,young,M,high,emp,big,car
9589,old,F,uni,emp,big,car
9590,adult,M,uni,emp,big,other
9591,old,M,high,emp,big,car
9592,young,M,uni,emp,big,car
9593,young,M,high,emp,big,car
